,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME
0,h001078_64274,126.31174183080894,33.46148030898661,2023-07-06 11:23:00,h_h001078,1,제주특별자치도 제주시 애월읍 애월리 2471,제주특별자치도,제주시,애월읍 애월리,랜디스도넛 애월점
1,h001078_64274,126.5283994774585,33.480651785253606,2023-07-06 12:38:00,h_h001078,1,제주특별자치도 제주시 연북로 440,제주특별자치도,제주시,,청기요이
2,h001078_64274,126.30876986965784,33.45169407665517,2023-07-06 13:32:00,h_h001078,1,제주특별자치도 제주시 애월읍 곽지리 2495,제주특별자치도,제주시,애월읍 곽지리,꽃밥
3,h001078_64274,126.21349705536504,33.330052602998336,2023-07-06 15:10:00,h_h001078,1,제주특별자치도 제주시 한경면 낙원로 32,제주특별자치도,제주시,한경면,산노루
4,h001078_64274,126.24337389259544,33.398025406097496,2023-07-06 16:29:00,h_h001078,1,제주특별자치도 제주시 한림읍 협재리 1669-2,제주특별자치도,제주시,한림읍 협재리,강식당
5,h001078_64274,126.24307056976026,33.39713534439597,2023-07-06 18:31:00,h_h001078,1,제주특별자치도 제주시 한림읍 협재1길 22,제주특별자치도,제주시,한림읍,수선화식당 협재본점
6,h001078_64274,126.24287088640726,33.39734897134896,2023-07-06 19:14:00,h_h001078,1,제주특별자치도 제주시 한림읍 협재리 1700,제주특별자치도,제주시,한림읍 협재리,rnr베이커리 협재
7,h001078_64274,126.24019483875404,33.393352701949254,2023-07-06 20:51:00,h_h001078,1,제주특별자치도 제주시 한림읍 협재리 2872,제주특별자치도,제주시,한림읍 협재리,컨테이너야드협재타운
8,h001078_64274,126.24377508211452,33.396548780185704,2023-07-06 21:18:00,h_h001078,1,제주특별자치도 제주시 한림읍 협재리 1901-1,제주특별자치도,제주시,한림읍 협재리,면차롱
9,h001078_64274,126.30723204541628,33.45158225591229,2023-07-07 08:46:00,h_h001078,2,제주특별자치도 제주시 애월읍 곽지리 1622-49,제주특별자치도,제주시,애월읍 곽지리,애월포차
10,h001078_64274,126.30899491848422,33.453220943714726,2023-07-07 11:15:00,h_h001078,2,제주특별자치도 제주시 애월읍 곽지리 2495,제주특별자치도,제주시,애월읍 곽지리,곽나루
11,h001078_64274,126.31243703102729,33.46205499721945,2023-07-07 11:50:00,h_h001078,2,제주특별자치도 제주시 애월읍 애월리 2162-2,제주특별자치도,제주시,애월읍 애월리,제주훈도애월흑돼지
13,h001078_64274,126.52782815933352,33.512352156705305,2023-07-07 19:21:00,h_h001078,2,제주특별자치도 제주시 일도일동 1103-4,제주특별자치도,제주시,일도일동,금복식당
14,h001078_64274,126.24250658884422,33.39649906105395,2023-07-07 20:52:00,h_h001078,2,제주특별자치도 제주시 한림읍 협재리 1706-2,제주특별자치도,제주시,한림읍 협재리,수우동
15,h001078_64274,126.34832088859883,33.4728782498477,2023-07-08 11:53:00,h_h001078,3,제주특별자치도 제주시 애월읍 고내리 1365,제주특별자치도,제주시,애월읍 고내리,애월 우니담
16,h001078_64274,126.8993115258858,33.43966092011354,2023-07-08 14:00:00,h_h001078,3,제주특별자치도 서귀포시 성산읍 고성리 2040-1,제주특별자치도,서귀포시,성산읍 고성리,빛의 벙커
17,h001078_64274,126.80880286722244,33.55622716708891,2023-07-08 15:35:00,h_h001078,3,제주특별자치도 제주시 구좌읍 행원리 653-20,제주특별자치도,제주시,구좌읍 행원리,화경앤금전대운
18,h001078_64274,126.80079044662352,33.55194410746527,2023-07-08 18:28:00,h_h001078,3,제주특별자치도 제주시 구좌읍 행원리 1260-3,제주특별자치도,제주시,구좌읍 행원리,들락날락센터
19,h001078_64274,126.63959839066332,33.53782243293193,2023-07-08 21:05:00,h_h001078,3,제주특별자치도 제주시 조천읍 조천리 3462,제주특별자치도,제주시,조천읍 조천리,선이네밥집
20,h001078_64274,126.63894482674203,33.53928812046831,2023-07-08 23:19:00,h_h001078,3,제주특별자치도 제주시 조천읍 조함해안로 10-16,제주특별자치도,제주시,조천읍,경순이네
21,h001078_64274,126.50577745901248,33.506467896253575,2023-07-09 11:24:00,h_h001078,4,제주특별자치도 제주시 용담이동 779-3,제주특별자치도,제주시,용담이동,추억만들기
22,h001078_64274,126.45310879263543,33.49723024659536,2023-07-09 12:13:00,h_h001078,4,제주특별자치도 제주시 이호일동 1665-11,제주특별자치도,제주시,이호일동,이호테우해수욕장
23,h001078_64274,126.44455125385244,33.497465201214375,2023-07-09 13:02:00,h_h001078,4,제주특별자치도 제주시 내도동 896,제주특별자치도,제주시,내도동,바이러닉 에스프레소바 제주도점
24,h001078_64274,126.476010412924,33.49523328886353,2023-07-09 13:31:00,h_h001078,4,제주특별자치도 제주시 도두일동 1239-2,제주특별자치도,제주시,도두일동,해오름식당
